feature,mean_importance
VSA_EState6,1.4107141358576416e-05
ZMIC5,1.4189864164933404e-05
Xp-2dv,1.4323338907841921e-05
AATS2Z,1.4352794977215422e-05
SLogP_sum_n6AHRing,1.4434269737408598e-05
GATS4m,1.4452066064098243e-05
eluent.B.nh4bicarb,1.4458514819950218e-05
SsssCH,1.4483272474904649e-05
ATSC8m,1.4537917562603124e-05
SaasC,1.4570698998708602e-05
ATSC8are,1.4583745802390549e-05
SssssN,1.4647807339612014e-05
AATS4m,1.465620930127115e-05
SIC2,1.4933099704084706e-05
SLogP_ratio_piPC2,1.5167453258035577e-05
ATS0are,1.5341011147232843e-05
SLogP_multiply_steric selectivity,1.5384350539038477e-05
VSA_EState3,1.5566140881366312e-05
n10FaHRing,1.5675438821585902e-05
TopoPSA,1.5696631895111696e-05
AATSC0se,1.5702510400354088e-05
MATS4Z,1.58527126414937e-05
SLogP_ratio_TpiPC10,1.5906253176033516e-05
PEOE_VSA4,1.5923200964706922e-05
piPC6,1.6038364703024282e-05
ATSC5are,1.6183109745058263e-05
EState_VSA3,1.6237600300126384e-05
SLogP_multiply_AXp-1dv,1.628460170098947e-05
ATSC1v,1.6362138726780386e-05
ATSC2dv,1.640692021434905e-05
PEOE_VSA10,1.6433917199519273e-05
nHRing,1.6516833393027344e-05
MATS1i,1.6573221800369587e-05
SLogP_sum_MATS4dv,1.662353070322085e-05
AATS2dv,1.6637551640181353e-05
CIC3,1.689025811349009e-05
ATSC0i,1.6932511227556873e-05
ATS0m,1.7229228668674477e-05
ATS7dv,1.724006384681981e-05
NssCH2,1.7503482443676637e-05
hydrophobicity,1.7571047846811316e-05
JGI9,1.801332750065504e-05
Xpc-4dv,1.8046130861009477e-05
SIC5,1.8087997276067074e-05
AATS3i,1.8135404055849656e-05
BIC2,1.828209671395206e-05
IC2,1.8440417450894114e-05
JGT10,1.8459930553674143e-05
AATS4are,1.846146706762277e-05
SlogP_VSA1,1.849095876190589e-05
PEOE_VSA13,1.890898782765252e-05
ATSC2are,1.9240135680689396e-05
JGI4,1.953143892053132e-05
GATS1se,1.9898656184009782e-05
ATSC2pe,1.9943475779054218e-05
MATS2dv,2.002566981665786e-05
VSA_EState2,2.002582577029649e-05
piPC5,2.0771399449395247e-05
SlogP_VSA3,2.0834116159585813e-05
PEOE_VSA12,2.0943158205488904e-05
n9FaHRing_diff_SLogP,2.1073657168756404e-05
SLogP_sum_AATSC0d,2.1445365467580043e-05
GATS4dv,2.1832659924031667e-05
Xp-1d,2.2290581088511146e-05
piPC9,2.2316985062655754e-05
SlogP_VSA8,2.2661828374144055e-05
JGI3,2.2669309887791632e-05
SaasN,2.2850414118960084e-05
SLogP_diff_eluent.A.formic,2.3571077793484425e-05
IC0,2.3642770808747405e-05
ZMIC1,2.4414251163401133e-05
AATS4dv,2.476425113524935e-05
TopoPSA(NO),2.4954543865038022e-05
ATSC7se,2.5120458906882896e-05
MATS3dv,2.5410065373681223e-05
GGI4,2.5681012162418696e-05
SRW02_sum_SLogP,2.579155538842415e-05
PEOE_VSA7,2.6167571850000108e-05
AATS1m,2.6173773859768273e-05
AATSC4dv,2.629106004094677e-05
ATS6d,2.643875128398813e-05
GATS1se_diff_SLogP,2.6575298723721316e-05
nC,2.7005929888668843e-05
EState_VSA9,2.7095726612796218e-05
bpol,2.710193562979633e-05
AATS0d,2.7289977232646498e-05
SLogP_sum_FCSP3,2.7568606351715055e-05
VSA_EState7,2.7834298824225972e-05
AATS3dv,2.7972616947128e-05
GATS4i,2.81100889607408e-05
eluent.B.iproh,2.879648164017751e-05
GATS3Z_diff_SLogP,2.892675477718133e-05
GATS1are,2.909823810810395e-05
eluent.A.nh4form,3.038898936717216e-05
ATSC6d,3.057876956630099e-05
BIC3,3.060321556227199e-05
JGI6,3.066074282301514e-05
JGI8,3.098147681124463e-05
SlogP_VSA2,3.1005771297429576e-05
AATS4d,3.2555508103880926e-05
MWC07_sum_SLogP,3.279709620369409e-05
column.t0_sum_SLogP,3.287323245212337e-05
EState_VSA6,3.342107669149028e-05
SLogP_sum_AATSC1d,3.358904655170738e-05
NaaN,3.421661954574502e-05
SMR_VSA3,3.774920640437036e-05
ATSC7m,3.868602108372723e-05
PEOE_VSA11,3.892509887854735e-05
AATSC1dv,3.984009080562007e-05
AATS1i,4.008132876373799e-05
ZMIC3,4.04086566720298e-05
eluent.A.h2o,4.093133990511989e-05
nAcid,4.159765226181295e-05
ion exchange capacity pH 7.6,4.2431237264054474e-05
SLogP_sum_GATS4dv,4.263282984006541e-05
AATSC0i,4.263626236897158e-05
silanol capacity,4.350349307913528e-05
SRW08_sum_SLogP,4.417426489870231e-05
ATSC0Z,4.742077542977249e-05
SLogP_sum_piPC3,4.770108112086436e-05
MATS1se,4.812674682237832e-05
GATS1dv,4.971625491112172e-05
SLogP_sum_GATS1v,5.006349627449183e-05
MATS4are,5.080507838044913e-05
nN,5.331973775395665e-05
eluent.A.acetic,5.56530201620495e-05
NsCH3,5.634937737327176e-05
MATS1pe,5.6453862221613954e-05
eluent.A.nh4bicarb,5.6895769912260285e-05
FilterItLogS,5.691769612422952e-05
SMR_VSA5,5.886388944071827e-05
eluent.A.acn,5.940215732575163e-05
eluent.B.formic,5.95490844399125e-05
column.temperature,5.994638672774961e-05
ATSC7Z,6.115554930908725e-05
SdS,6.41443854542261e-05
SLogP_sum_AATSC0pe,6.525813182291117e-05
n6aHRing,6.60614860951949e-05
SssNH,6.680539340594903e-05
MATS1dv,6.71985416365449e-05
SLogP_sum_MATS1pe,7.563697156215315e-05
ATSC2Z,7.811207764052784e-05
SdssC,8.058955282583425e-05
VSA_EState4,8.31724309214115e-05
eluent.B.nh4oh,8.839134311434205e-05
SLogP_multiply_ZMIC2,8.865017248661103e-05
VSA_EState9,8.933281000514338e-05
ZMIC2,8.987586546021481e-05
SaaN,9.505949161718553e-05
eluent.A.formic,9.510817230109101e-05
MATS1are,9.788916968132251e-05
steric selectivity,9.88162993295836e-05
SLogP_multiply_ion exchange capacity pH 2.7,9.968397627190236e-05
retention capacity,0.00010130083873144922
SLogP_ratio_TMWC10,0.00010809867210939683
SLogP_sum_MATS3Z,0.00011773404651814756
PEOE_VSA8,0.00012052115673694763
SLogP_ratio_piPC3,0.00012161885890090359
ATSC1dv,0.00012696645422578812
column.flowrate,0.00013407409521305403
SLogP_ratio_MWC05,0.00014156433073927148
gradient time 1.0,0.00015611505751710427
SsssN,0.00016069170086537767
eluent.A.nh4oh,0.00016262470917394813
column.particle.size,0.00017346177404028762
GATS1are_diff_SLogP,0.00017385870001235243
NsNH2_diff_SLogP,0.00018105972028268903
column.length_multiply_SLogP,0.00018754560954218686
SLogP_sum_IC5,0.00018978412585289803
pore size,0.00020442713795203
SLogP_multiply_silanol capacity,0.00020752823873568076
MWC05_sum_SLogP,0.00022571818052161122
gradient time 0.4,0.00023408200742654675
column.length_sum_SLogP,0.0002469113668086398
gradient time 0.8,0.00024931067297759475
gradient time 0.2,0.00028873386544685275
column.t0,0.0003240511449971508
GGI6_sum_SLogP,0.00043620282088392606
fMF_diff_SLogP,0.000500962487077835
SLogP_sum_CIC2,0.0006166713151908504
PEOE_VSA6,0.0010213866539473388
run time,0.0011591575888366954
gradient time 0.6,0.0013899856840616496
SLogP_sum_CIC0,0.0014853344462841208
gradient time 0.0,0.0015381895352773712
eluent.B.acn,0.0022462652620276616
nBase,0.0023127453682239684
