feature,mean_importance
GATS4dv,3.424892949532941e-05
ZMIC3,3.506977302701556e-05
AATS1pe,3.619811172084816e-05
eluent.B.iproh,3.6910299737497827e-05
C1SP2,3.722012327212207e-05
BIC1,3.784834944788691e-05
MATS3dv,3.891444518345135e-05
AATSC0i,3.895853686046741e-05
AATS2Z,3.915064647050347e-05
AATSC0are,3.941906123555864e-05
piPC9,4.0099173385949644e-05
JGI8,4.010109930067691e-05
ATSC5dv,4.064575670908238e-05
Xpc-5dv,4.093439676013519e-05
SdssC,4.2110051334020695e-05
SssO,4.2437239483319664e-05
NaasC,4.255274191108782e-05
MATS2dv,4.329474705521939e-05
GATS4are,4.339549284172869e-05
GATS2d,4.390086927598411e-05
GATS4pe,4.7137791998674765e-05
SMR_VSA5,5.161960648420866e-05
IC0,5.186188431188961e-05
SssNH,5.4013864189343586e-05
nBondsA,5.739777742912655e-05
AATS4se,5.7850252964373146e-05
SlogP_VSA5,5.8214301203030496e-05
VSA_EState9,5.975147059977632e-05
TopoPSA(NO),6.081364172058519e-05
silanol capacity,6.17145204873785e-05
GATS1dv,6.187907375171239e-05
EState_VSA9,6.442414094667541e-05
AATSC1dv,6.498603420530252e-05
AATSC1are,6.537201488244059e-05
nAcid,6.541900109898452e-05
ATSC2Z,6.655623098460166e-05
VSA_EState6,6.801260572756682e-05
SMR,6.828630467986298e-05
steric selectivity,7.038015189715936e-05
retention capacity,7.047025492899397e-05
column.temperature,7.062628872676674e-05
SdS,7.288621084435591e-05
SaaN,7.374862014977966e-05
eluent.A.nh4oh,7.445639923521164e-05
ion exchange capacity pH 7.6,7.744461466684958e-05
MATS1pe,7.898522369463702e-05
ATSC7m,8.357581547968679e-05
eluent.A.acn,8.387067479440901e-05
ZMIC2,8.56681603017771e-05
ATSC4d,9.324841885175201e-05
column.particle.size,9.500514417085122e-05
eluent.A.h2o,9.766605972948046e-05
column.length,0.00010026940503659798
n6aHRing,0.00010039055657712626
SMR_VSA3,0.00010330742884218794
AATS1i,0.00011625978263638234
NaaN,0.00011650127458444547
eluent.A.nh4bicarb,0.00011675511546448943
SsssN,0.00011694907238851147
VSA_EState4,0.00011720319018680651
MATS1se,0.00013367075547897475
column.flowrate,0.00013839706462678906
PEOE_VSA8,0.00013962350758995652
eluent.B.formic,0.0001505275471120688
eluent.A.formic,0.00015128969210869746
pore size,0.00017149747232947775
gradient time 0.4,0.00021815297674708566
ATSC1dv,0.00023555300651060602
MATS1are,0.000248845577955102
gradient time 0.2,0.0002777752782721674
gradient time 1.0,0.0002948739282195269
FilterItLogS,0.00029894647086536435
gradient time 0.8,0.0003880986626719144
run time,0.0005730358957409739
column.t0,0.0010566728236007044
PEOE_VSA6,0.0017754376855155282
gradient time 0.0,0.0018399488166873836
gradient time 0.6,0.0019460039519022033
eluent.B.acn,0.002337407603327893
nBase,0.0027297246740204347
SLogP,0.01914395345192904
