retention capacity,hydrophobicity,steric selectivity,silanol capacity,ion exchange capacity pH 7.6,ion exchange capacity pH 2.7,TPP,pore size,column.length,column.id,column.particle.size,column.temperature,column.flowrate,column.t0,eluent.A.h2o,eluent.A.meoh,eluent.A.acn,eluent.A.iproh,eluent.A.acetone,eluent.A.hex,eluent.A.chcl3,eluent.A.ch2cl2,eluent.A.hept,eluent.A.formic,eluent.A.acetic,eluent.A.trifluoroacetic,eluent.A.phosphor,eluent.A.nh4ac,eluent.A.nh4form,eluent.A.nh4carb,eluent.A.nh4bicarb,eluent.A.nh4f,eluent.A.nh4oh,eluent.A.trieth,eluent.A.triprop,eluent.A.tribut,eluent.A.nndimethylhex,eluent.A.medronic,eluent.A.pH,eluent.A.heptafluorobutyric,eluent.B.h2o,eluent.B.meoh,eluent.B.acn,eluent.B.iproh,eluent.B.acetone,eluent.B.hex,eluent.B.chcl3,eluent.B.ch2cl2,eluent.B.hept,eluent.B.formic,eluent.B.acetic,eluent.B.trifluoroacetic,eluent.B.phosphor,eluent.B.nh4ac,eluent.B.nh4form,eluent.B.nh4carb,eluent.B.nh4bicarb,eluent.B.nh4f,eluent.B.nh4oh,eluent.B.trieth,eluent.B.triprop,eluent.B.tribut,eluent.B.nndimethylhex,eluent.B.medronic,eluent.B.pH,eluent.B.heptafluorobutyric,gradient time 0.0,gradient time 0.2,gradient time 0.4,gradient time 0.6,gradient time 0.8,gradient time 1.0,run time
3.99,1.47,1.38,0.37,0.23,0.09,1,130,50,2.1,1.7,50,1,0.036382500000000005,95,0,5,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,5,0,95,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,1.0,25.5,50.0,74.50000000000001,99.0,99.0,2.5
