feature,mean_importance
C2SP2,1.3989731518877346e-05
VSA_EState8,1.4293191399702196e-05
SIC0,1.4496682953452078e-05
MATS2i,1.4587165532189712e-05
BIC3,1.497688777953119e-05
ATSC8p,1.498858157795357e-05
SssS,1.5102436921583112e-05
ATSC4se,1.5433486466339633e-05
AATSC2d,1.554155483801563e-05
nHBDon,1.561977223920987e-05
SIC2,1.5847905775561928e-05
ATSC1are,1.5969975946625478e-05
SlogP_VSA4,1.6001476366224886e-05
C1SP2,1.6067675565120416e-05
eluent.B.h2o,1.7017371249495802e-05
eluent.B.nh4bicarb,1.773108350920276e-05
NaaN,1.8401742272639714e-05
AATSC0p,1.8526080736979993e-05
hydrophobicity,1.8588468661481435e-05
AATSC0i,1.8647678536843574e-05
CIC0,1.880302885163294e-05
MATS1pe,1.8858052884949615e-05
EState_VSA6,1.9370676818905153e-05
MATS3dv,1.9457008097091814e-05
Mi,1.9772592086273344e-05
ATSC2dv,1.980114941369385e-05
BIC4,2.075778855280732e-05
Kier2,2.1123952911265927e-05
GATS1pe,2.140907191280862e-05
EState_VSA9,2.2443910594512928e-05
SsCH3,2.3264275772841465e-05
fMF,2.487574267543112e-05
VSA_EState6,2.5695993150844608e-05
ATSC2Z,2.6064064619040187e-05
nAcid,2.6412887983950135e-05
AATS4se,2.6539213265423887e-05
BIC0,2.70473662383172e-05
GATS1dv,2.8154434700249435e-05
steric selectivity,2.8203371938667186e-05
VSA_EState7,2.846152657667066e-05
MATS1dv,2.8656270548513793e-05
VSA_EState9,2.8848674887265758e-05
nN,2.8946130361507966e-05
AATSC0m,3.0606907188289453e-05
SaasN,3.168313476085904e-05
ATSC5dv,3.170799387105056e-05
n6aHRing,3.1934502570073187e-05
ion exchange capacity pH 7.6,3.340878541018789e-05
AATS0i,3.573987673949376e-05
GATS2d,3.643260253366077e-05
GATS1are,4.201414630955937e-05
SssNH,4.41315126411654e-05
VSA_EState4,4.576286390058949e-05
ZMIC2,4.723233817870735e-05
SdssC,4.7478325093110345e-05
retention capacity,4.809189172182444e-05
eluent.A.acetic,4.925594529393016e-05
ATSC1i,5.104040794007697e-05
column.particle.size,5.4403816287930046e-05
AATSC1are,6.252991780095023e-05
SlogP_VSA5,6.476608785834851e-05
ZMIC1,6.491812226149755e-05
SMR_VSA3,6.587060730301325e-05
silanol capacity,7.645647787732877e-05
PEOE_VSA8,7.653848747087351e-05
SsssN,8.149320915103158e-05
AATS1i,9.85085545748228e-05
SMR_VSA9,0.00010290583511633286
nC,0.0001132808970184404
SaaN,0.00012094766325074476
column.temperature,0.00013664668236078835
eluent.A.formic,0.00013988893888385823
eluent.A.nh4oh,0.0001449665592019811
eluent.A.h2o,0.00015273341177431452
gradient time 0.8,0.0001685636155038134
pore size,0.00017123781113357093
eluent.A.nh4bicarb,0.00017827144306769866
MATS1are,0.00018030100234747742
gradient time 1.0,0.00021721190461909662
FilterItLogS,0.00025869586157215637
column.flowrate,0.0004887931951953698
ATSC1dv,0.0005037878893098014
gradient time 0.4,0.0005499031788573983
run time,0.0006495337398975758
gradient time 0.2,0.0006523252093570136
gradient time 0.6,0.001107256384952592
column.t0,0.0015242535950732426
PEOE_VSA6,0.001580609921369041
gradient time 0.0,0.0016059087213813293
nBase,0.003299248830724812
eluent.B.acn,0.003567321802738707
SLogP,0.027994885050747813
