feature,mean_importance
GATS1Z_diff_SLogP,6.647769706777384e-06
SlogP_VSA10,6.68258260494211e-06
VSA_EState7,6.703121084620112e-06
AATSC0d,6.764371140500092e-06
SaaNH,6.821370045361711e-06
PEOE_VSA5,6.83420914743332e-06
JGT10,6.870277179933746e-06
MATS2i,6.9997978688953255e-06
PEOE_VSA9,7.049813381411474e-06
EState_VSA8,7.120762687878087e-06
SLogP_sum_n6AHRing,7.193297162478348e-06
JGI2,7.204708827978322e-06
NsCH3,7.259768080280886e-06
JGI5,7.303115528030975e-06
GATS1se,7.338667166493975e-06
EState_VSA5,7.377155550618037e-06
SaaCH,7.377414273305062e-06
ATSC7se,7.385870272989727e-06
NssNH,7.40295680426899e-06
ATSC1m,7.513052255521315e-06
AATS0d,7.61385408282831e-06
VSA_EState1,7.620875946966546e-06
IC2,7.627940190955887e-06
AATS4v,7.671639027042026e-06
GATS2p,7.73090194599365e-06
eluent.B.nh4bicarb,7.841174755026086e-06
nHBDon,7.841371673299527e-06
SLogP_ratio_SIC1,7.870613862870096e-06
ATSC2are,7.912824871383895e-06
AATS1dv,7.927361094212364e-06
nBondsM,8.000686630075127e-06
AATSC2se,8.043073320248336e-06
n10FaHRing,8.051223298432934e-06
SaasC,8.069298236762153e-06
ATSC5pe,8.106666948793153e-06
Xp-6d,8.106853857888906e-06
eluent.A.nh4form,8.19368633159616e-06
Xch-6dv,8.215523087352818e-06
ATSC4are,8.247409745691486e-06
SdS,8.269076348064487e-06
IC3,8.287088182763053e-06
ATSC2i,8.353016468998914e-06
AATSC2i,8.38290227858614e-06
BIC2,8.435941676176312e-06
AATS4pe,8.467662841049692e-06
SLogP_ratio_Mp,8.536308593749906e-06
eluent.B.nh4oh,8.569056841976637e-06
AATSC0dv,8.77788149233e-06
ATS5p,8.995413262961188e-06
ATSC6i,9.047033978570093e-06
AATS3v,9.065264300717538e-06
SdsN,9.102724630713402e-06
AATS2v,9.167752492827627e-06
AATSC0are,9.201811574597543e-06
ATSC3dv,9.233461378064905e-06
SLogP_diff_eluent.A.formic,9.32552676156332e-06
AXp-1dv,9.342974563061966e-06
piPC4,9.445267542922998e-06
GATS4m,9.750245931825982e-06
MATS2dv,9.878679331554522e-06
EState_VSA4,9.910304783233934e-06
CIC0,9.951160816932137e-06
AATSC0Z,1.0028293178720917e-05
ATSC1pe,1.0045934019659204e-05
SssS,1.036220543964633e-05
AATSC1d,1.0567966820728466e-05
SssssC,1.0585342807142417e-05
SIC0,1.0648858575847652e-05
GATS1se_diff_SLogP,1.0729418867903851e-05
MWC02_sum_SLogP,1.0833009542845356e-05
ATSC1se,1.090411677040614e-05
EState_VSA2,1.1110956621926317e-05
AATSC2are,1.116159389420758e-05
ATSC1are,1.1314043167545175e-05
ATSC2se,1.1392747273159496e-05
SdssS,1.1393085142704166e-05
SLogP_sum_nG12HRing,1.150665437343705e-05
AATSC0v,1.1517944762642374e-05
EState_VSA7,1.151818083754046e-05
NaaNH_diff_SLogP,1.2034671582780188e-05
SlogP_VSA1,1.2061080988064015e-05
ZMIC3,1.2158889055592734e-05
SLogP_sum_AATSC0d,1.2195499843032156e-05
eluent.A.trifluoroacetic,1.2321843860382126e-05
C1SP2,1.2391846678734466e-05
GATS1p,1.2404672083425691e-05
Mi,1.2447218062683255e-05
ATSC2Z,1.2458323086263213e-05
ATSC5d,1.2912533616373737e-05
ZMIC5,1.3215678837923128e-05
SaaaC,1.3323106090184361e-05
MWC05_sum_SLogP,1.3382123847139898e-05
GATS1are_diff_SLogP,1.353859336709019e-05
SLogP_sum_IC5,1.3717204352665761e-05
hydrophobicity,1.4329247690366386e-05
AATSC0p,1.4370129336102425e-05
VSA_EState8,1.4400237044294786e-05
AATS4p,1.444079179322025e-05
SLogP_sum_CIC1,1.4475866143021273e-05
GATS1v,1.4701028125461978e-05
MATS4se,1.4863047796425527e-05
SLogP_sum_GATS1v,1.5255918537806622e-05
SLogP_multiply_silanol capacity,1.534545961836926e-05
SLogP_sum_FCSP3,1.548646511317052e-05
SMR_VSA9,1.5510752114696568e-05
AATS2d,1.575909081141802e-05
retention capacity,1.6060391115041167e-05
JGI3,1.60736766521871e-05
GATS1m,1.6238877827979766e-05
eluent.B.h2o,1.6484395150136167e-05
MATS1pe,1.664118891412467e-05
ATSC5dv,1.6656983031573726e-05
VSA_EState6,1.6667778990051702e-05
AATSC1dv,1.6713135571528193e-05
GATS1dv,1.697847516240747e-05
CIC1,1.708243767703371e-05
GATS1Z,1.7291075362329232e-05
fMF,1.8215383155054282e-05
AATS4se,1.838594358855982e-05
SLogP_sum_GATS4d,1.8481056061754856e-05
SLogP_ratio_BIC2,1.8494313088353308e-05
CIC2,2.0107561826265743e-05
PEOE_VSA12,2.0319244586984238e-05
MATS3se,2.067010105222889e-05
AATSC0m,2.1018471757056154e-05
SLogP_ratio_TpiPC10,2.1379852531858144e-05
AATS1i,2.242378926994998e-05
ATSC8p,2.25902650091204e-05
naHRing,2.3332710210547097e-05
eluent.B.formic,2.3380148924408324e-05
eluent.A.acn,2.3525171162434943e-05
SlogP_VSA4,2.4362632264183624e-05
AATSC1are,2.5662902186491305e-05
SMR_VSA5,2.593545601778137e-05
SdssC,2.8043615873527428e-05
SaasN,2.8118287408991464e-05
SIC2,2.835297922998371e-05
ATSC1i,2.8588021787411076e-05
fMF_diff_SLogP,2.9109769367241782e-05
ion exchange capacity pH 7.6,2.992168146333544e-05
steric selectivity,3.092667039020147e-05
SLogP_sum_MATS2dv,3.1684005241668174e-05
GATS1are,3.2597979011862816e-05
SssO,3.30145833385251e-05
EState_VSA6,3.374728648487856e-05
GATS1d,3.4178902222134924e-05
SlogP_VSA5,3.4301988703602356e-05
nN,3.4764939285683406e-05
Xc-5dv,3.527283990415534e-05
silanol capacity,3.560462545944979e-05
FilterItLogS,4.1397964118457945e-05
GATS1m_diff_SLogP,4.172619714175978e-05
SssNH,4.182730620525691e-05
eluent.A.nh4ac,4.191662934475609e-05
column.t0_sum_SLogP,4.480571289720916e-05
SLogP_sum_AATSC0are,4.52211604352307e-05
eluent.A.acetic,4.963071911850631e-05
nAcid,4.968318224669562e-05
SLogP_multiply_ion exchange capacity pH 2.7,4.969956989165532e-05
VSA_EState9,5.143272365984294e-05
n6aHRing,5.449522203426404e-05
SMR_VSA3,5.9163797888719514e-05
column.temperature,6.069351583177923e-05
SLogP_sum_piPC3,6.196066984454074e-05
column.particle.size,6.988588267760774e-05
GATS2d,7.420033060214683e-05
GATS1pe,7.830779497927228e-05
VSA_EState4,9.010436494849622e-05
NsNH2_diff_SLogP,9.137364910572973e-05
ATSC2dv,9.203789128646697e-05
SsssN,9.278501087040276e-05
gradient time 0.8,0.00010439230290352095
column.flowrate,0.00010491866361916572
SLogP_ratio_TMWC10,0.0001131524910146826
SLogP_ratio_piPC2,0.00011569655622027725
PEOE_VSA8,0.00012183525009387364
MATS1are,0.0001236882148650152
SLogP_ratio_piPC3,0.00012507701531443063
eluent.A.formic,0.00012663697951215475
pore size,0.0001337758822876848
MWC07_sum_SLogP,0.00013893479284379524
eluent.A.nh4oh,0.00013968132843381764
SaaN,0.00015072526329342836
gradient time 1.0,0.00017073519705546256
column.length_sum_SLogP,0.00017877994941536846
eluent.A.h2o,0.00022126408474176839
eluent.A.nh4bicarb,0.0002301381252454736
SLogP_multiply_ZMIC2,0.00026557301661026456
ATSC1dv,0.0003593990475345016
run time,0.0005874675568527427
column.t0,0.0006082042813906653
gradient time 0.2,0.0006990094169630818
gradient time 0.4,0.000741275641622232
gradient time 0.0,0.001053351315710138
PEOE_VSA6,0.0011871019590416036
gradient time 0.6,0.0015065317013054883
SLogP_sum_CIC2,0.0016718110089978173
SLogP_sum_CIC0,0.002003765868321005
column.length_multiply_SLogP,0.002064727673157941
nBase,0.0029459340866748026
eluent.B.acn,0.003568262259344839
GGI6_sum_SLogP,0.00359391652716349
